designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
POSTO TERRITORIAL DE SANTA EULÁLIA,Quartel GNR,13445,120706,"Avenida Coronel Passos e Sousa, n.º 38",7350-451,Santa Eulália,268671132,ct.ptg.delv.pste@gnr.pt,www.gnr.pt,39.003,-7.247,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA BOIM,Quartel GNR,13446,120715,"Rua de Elvas, n.º 60",7350-501,Elvas,268656122,ct.ptg.delv.pvlb@gnr.pt,www.gnr.pt,38.861,-7.276,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
CENTRO DE COOPERAÇÃO POLICIAL E ADUANEIRA DE ELVAS / CAYA,Quartel GNR,13447,120712,Caia - Espanha,,,34924286507,,www.gnr.pt,38.91554167,-7.03504,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE NISA,Quartel GNR,13448,121212,"Rua C, Bairro da Cevadeira",6050-350,Nisa,245410116,ct.ptg.dnis@gnr.pt,www.gnr.pt,39.516,-7.652,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALPALHÃO,Quartel GNR,13449,121201,"Rua do Castelo, nº 2",6050-031,Alpalhão,245742225,ct.ptg.dnis.papl@gnr.pt,www.gnr.pt,39.416,-7.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CASTELO DE VIDE,Quartel GNR,13450,120502,"Avenida da Aramenha, n.º 25",7320-101,Castelo de Vide,245901314,ct.ptg.dnis.pctv@gnr.pt,www.gnr.pt,39.413,-7.452,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO GAVIÃO,Quartel GNR,13451,120906,Largo do Município,6040-102,Gavião,241632222,ct.ptg.dnis.pgav@gnr.pt,www.gnr.pt,39.464,-7.932,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MARVÃO,Quartel GNR,13452,121002,Largo do Cubelo,7330-154,Marvão,245993617,ct.ptg.dnis.pmrv@gnr.pt,www.gnr.pt,39.392,-7.373,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE NISA,Quartel GNR,13453,121212,"Bº da Cevadeira, apartado 24",6050-350,Nisa,245410116,ct.ptg.dnis.pnis@gnr.pt,www.gnr.pt,39.516,-7.652,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTO ANTÓNIO DAS AREIAS,Quartel GNR,13454,121003,"Avenida 25 de Abril, n.º 3-A",7330-251,Santo António das Areias,245992161,ct.ptg.dnis.psaa@gnr.pt,www.gnr.pt,39.415,-7.350,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE PONTE DE SOR,Quartel GNR,13455,121308,Hortas do Laranjal,7400-127,Ponte de Sor,242202707,ct.ptg.dpsr@gnr.pt,www.gnr.pt,39.256,-8.007,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AVIS,Quartel GNR,13456,120303,"Rua Machado Santos, n.º28",7480-148,Avis,242412222,ct.ptg.dpsr.pavs@gnr.pt,www.gnr.pt,39.053,-7.890,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CASA BRANCA,Quartel GNR,13457,121502,"Rua do Posto, n.º 9",7470-133,Casa Branca,268539118,ct.ptg.dpsr.pcsb@gnr.pt,www.gnr.pt,38.949,-7.809,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE GALVEIAS,Quartel GNR,13458,121301,"E.N. 244, Galveias",7400-022,Galveias,242983122,ct.ptg.dpsr.pglv@gnr.pt,www.gnr.pt,39.155,-7.997,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MONTARGIL,Quartel GNR,13459,121302,"Rua Luís de Camões, n.º 1",7425-128,Montargil,242904222,ct.ptg.dpsr.pmtg@gnr.pt,www.gnr.pt,39.078,-8.175,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PONTE DE SOR,Quartel GNR,13460,121308,Hortas do Laranjal,7400-127,Ponte de Sor,242202707,ct.ptg.dpsr.psr@gnr.pt,www.gnr.pt,39.256,-8.007,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SOUSEL,Quartel GNR,13461,121504,Largo do Jardim,7470-220,Sousel,268554229,ct.ptg.dpsr.pssl@gnr.pt,www.gnr.pt,38.952,-7.674,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE PORTALEGRE,Quartel GNR,13462,121411,"Largo de Santo Agostinho, nº10",7300-268,Portalegre,245609320,ct.ptg.dptg@gnr.pt,www.gnr.pt,39.290,-7.431,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALTER DO CHÃO,Quartel GNR,13463,120101,Avenida da Coudelaria,7440-041,Alter do Chão,245612162,ct.ptg.dptg.patc@gnr.pt,www.gnr.pt,39.198,-7.660,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CABEÇO DE VIDE,Quartel GNR,13464,120801,"Rua Martinho Gramunha Marques,n.º 25",7460-035,Cabeço de Vide,245634103,ct.ptg.dptg.pcbv@gnr.pt,www.gnr.pt,39.413,-7.452,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CRATO,Quartel GNR,13465,120607,Rua D. Manuel I,7430-999,Crato,245996275,ct.ptg.dptg.pcrt@gnr.pt,www.gnr.pt,39.290,-7.644,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FRONTEIRA,Quartel GNR,13466,120802,Largo Igreja dos Mártires,7460-139,Fronteira,245604135,ct.ptg.dptg.pfrt@gnr.pt,www.gnr.pt,39.061,-7.649,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE GÁFETE,Quartel GNR,13467,120604,"Rua da Trincheira, s/n",7430-253,Gáfete,245799110,ct.ptg.dptg.pgft@gnr.pt,www.gnr.pt,39.411,-7.682,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PORTALEGRE,Quartel GNR,13468,121411,"Largo Santo Agostinho, nº 10",7300-268,Portalegre,245609320,ct.ptg.dptg.pptg@gnr.pt,www.gnr.pt,39.290,-7.431,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TRÂNSITO DE PORTALEGRE,Quartel GNR,13469,121411,"Avenida do Bonfim, nº 2 B Ap. 275",7300-067,Portalegre,245302380,ct.ptg.tptg@gnr.pt,www.gnr.pt,39.302,-7.433,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DE PORTALEGRE,Quartel GNR,13470,121411,"Largo de Santo Agostinho, n.º 10",7300-155,Portalegre,245609320,ct.ptg.dint@gnr.pt,www.gnr.pt,39.290,-7.431,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DO PORTO,Quartel GNR,13471,131217,Rua do Carmo,4099-041,Porto,223399600,ct.prt@gnr.pt,www.gnr.pt,41.147,-8.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE AMARANTE,Quartel GNR,13472,130142,"Rua Capitão Augusto Casimiro, São Gonçalo",4600-056,Amarante,255410263,ct.prt.damt@gnr.pt,www.gnr.pt,41.270,-8.077,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALPENDURADA,Quartel GNR,13473,130732,Rua Vista Alegre,4575-063,Alpendurada e Matos,255619420,ct.prt.damt.palp@gnr.pt,www.gnr.pt,41.083,-8.249,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AMARANTE,Quartel GNR,13474,130142,"Rua Capitão Augusto Casimiro, São Gonçalo",4600-056,Amarante,255410260,ct.prt.damt.pamt@gnr.pt,www.gnr.pt,41.270,-8.077,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BAIÃO,Quartel GNR,13475,130223,Rua Comandante Agatão Lança - Campelo,4640-142,Baião,255540000,ct.prt.damt.pbai@gnr.pt,www.gnr.pt,41.163,-8.033,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MARCO DE CANAVESES,Quartel GNR,13476,130736,"Av.ª St.ª Teresa do Menino Jesus, Tuias",4630-203,Marco de Canavezes,255531277,ct.prt.damt.pmcn@gnr.pt,www.gnr.pt,41.178,-8.151,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA MEÃ,Quartel GNR,13477,130147,Rua 5 de Outubro - Ataíde,4605-378,Vila Meã,255732104,ct.prt.damt.pvlm@gnr.pt,www.gnr.pt,41.248,-8.187,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE FELGUEIRAS,Quartel GNR,13478,130339,Travessa do Ciclo,4615-595,Vila Cova de Lixa,255490182,ct.prt.dflg@gnr.pt,www.gnr.pt,41.323,-8.147,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FELGUEIRAS,Quartel GNR,13479,130335,Rua Agostinho Ribeiro - Margaride,4610-102,Felgueiras,255340150,ct.prt.dflg.pflg@gnr.pt,www.gnr.pt,41.323,-8.147,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FREAMUNDE,Quartel GNR,13480,130908,"Rua do Comércio, S/N",4590-344,Freamunde,255878550,ct.prt.dflg.pfrm@gnr.pt,www.gnr.pt,41.287,-8.341,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA LOUSADA,Quartel GNR,13481,130532,Parque Industrial - Silvares,4620-665,Lousada,255810470,ct.prt.dflg.plsd@gnr.pt,www.gnr.pt,41.272,-8.282,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PAÇOS DE FERREIRA,Quartel GNR,13482,130918,"Rua Drº Leão Meireles, n.º 3",4590-588,Paços de Ferreira,255865493,ct.prt.dflg.ppcf@gnr.pt,www.gnr.pt,41.276,-8.381,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA COVA DE LIXA,Quartel GNR,13483,130339,Travessa do Ciclo,4615-595,Vila Cova de Lixa,255490180,ct.prt.dflg.pvcl@gnr.pt,www.gnr.pt,41.323,-8.147,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE MATOSINHOS,Quartel GNR,13484,130812,Rua Gonçalves Zarco,4450-685,Leça da Palmeira,229982940,ct.prt.dmts@gnr.pt,www.gnr.pt,41.195,-8.688,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA MAIA,Quartel GNR,13485,130618,Rua Armindo Moreira,4475-178,Avioso São Pedro,229867430,ct.prt.dmts.pmai@gnr.pt,www.gnr.pt,41.271,-8.609,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MATOSINHOS,Quartel GNR,13486,130812,Rua Gonçalves Zarco,4450-685,Leça da Palmeira,229982940,ct.prt.dmts.pmts@gnr.pt,www.gnr.pt,41.195,-8.688,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PÓVOA DE VARZIM,Quartel GNR,13487,131315,Largo Senhora das Dores,4490-421,Póvoa de Varzim,252240350,ct.prt.dmts.ppvz@gnr.pt,www.gnr.pt,41.382,-8.758,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA DO CONDE,Quartel GNR,13488,131628,"Rua D. Sancho I, n.º 245",4480-876,Vila do Conde,252640160,ct.prt.dmts.pvlc@gnr.pt,www.gnr.pt,41.360,-8.740,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO FISCAL DE PEDRAS RUBRAS,Quartel GNR,13489,130609,"Apartado 94, Aeroporto Francisco Sá Carneiro",4471-523,Maia,229449100,ct.prt.dmts.ppdr@gnr.pt,www.gnr.pt,41.242,-8.672,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE PENAFIEL,Quartel GNR,13490,131139,Largo Conde de Torres Novas,4560-627,Penafiel,255710950,ct.prt.dpnf@gnr.pt,www.gnr.pt,41.203,-8.288,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LORDELO,Quartel GNR,13491,131013,"E.N. 209 - Moinhos, nº 4420",4580-439,Lordelo PRD,224441838,ct.prt.dpnf.plrd@gnr.pt,www.gnr.pt,41.241,-8.410,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PAÇO DE SOUSA,Quartel GNR,13492,131122,"Avenida B. Lourenço Martins, Paço de Sousa",4560-382,Penafiel,255752132,ct.prt.dpnf.ppcs@gnr.pt,www.gnr.pt,41.168,-8.347,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PAREDES,Quartel GNR,13493,131025,Alameda Drº José Cabral,4580-127,Paredes,255788760,ct.prt.dpnf.pprd@gnr.pt,www.gnr.pt,41.204,-8.328,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PENAFIEL,Quartel GNR,13494,131139,Largo Conde de Torres Novas,4560-627,Penafiel,255710940,ct.prt.dpnf.ppnf@gnr.pt,www.gnr.pt,41.203,-8.288,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SÃO VICENTE,Quartel GNR,13495,131143,"Lugar do Eiró, Freguesia de Pinheiro",4575-355,Pinheiro,255617040,ct.prt.dpnf.psvc@gnr.pt,www.gnr.pt,41.120,-8.298,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SANTO TIRSO,Quartel GNR,13496,131437,"Rua D.ª Maria do Carmo Azevedo, n.º 317",4780-440,Santo Tirso,252808250,ct.prt.dsts@gnr.pt,www.gnr.pt,41.343,-8.484,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALFENA,Quartel GNR,13497,131501,"Rua da Funda, Alfena",4445-120,Ermesinde,229698540,ct.prt.dsts.pafn@gnr.pt,www.gnr.pt,41.234,-8.534,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SANTO TIRSO,Quartel GNR,13498,131437,"Rua D.ª Maria do Carmo Azevedo, n.º 317",4780-440,Santo Tirso,252808250,ct.prt.dsts.psts@gnr.pt,www.gnr.pt,41.343,-8.484,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA TROFA,Quartel GNR,13499,131810,"Rua Joaquim C. Azevedo, nº 259",4785-326,Trofa,252499180,ct.prt.dsts.ptrf@gnr.pt,www.gnr.pt,41.335,-8.553,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VALONGO,Quartel GNR,13500,131506,"Rua Escola da Igreja, Campo",4440-050,Valongo,224119280,ct.prt.dsts.pvlg@gnr.pt,www.gnr.pt,41.184,-8.467,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE VILA DAS AVES,Quartel GNR,13501,131405,Rua do Ringe,4795-106,Vila das Aves,252870100,ct.prt.dsts.pvla@gnr.pt,www.gnr.pt,41.368,-8.398,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE VILA NOVA DE GAIA,Quartel GNR,13502,131729,Rua Dr. Moreira de Sousa - EN 1,4415-630,Pedroso Carvalhos,227862000,ct.prt.dvng@gnr.pt,www.gnr.pt,41.067,-8.577,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ARCOZELO,Quartel GNR,13503,131701,"Avenida da Igreja, n.º 323",4410-411,Arcozelo,227626032,ct.prt.dvng.parc@gnr.pt,www.gnr.pt,41.060,-8.631,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE AVINTES,Quartel GNR,13504,131702,Rua Castanheira do Ribatejo,4430-784,Avintes,227877500,ct.prt.dvng.pavt@gnr.pt,www.gnr.pt,41.103,-8.553,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CANELAS,Quartel GNR,13505,131703,"Rua Delfim Lima, n.º 1883",4410-227,Canelas,227119359,ct.prt.dvng.pcnl@gnr.pt,www.gnr.pt,41.079,-8.601,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CARVALHOS,Quartel GNR,13506,131729,Rua Dr. Moreira de Sousa - EN 1,4415-630,Pedroso Carvalhos,227862000,ct.prt.dvng.pcrv@gnr.pt,www.gnr.pt,41.067,-8.577,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FÂNZERES,Quartel GNR,13507,130413,"Largo do Paço, n.º 20",4510-689,Fânzeres,224862029,ct.prt.dvng.pfnz@gnr.pt,www.gnr.pt,41.168,-8.532,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE LEVER,Quartel GNR,13508,131729,"Rua Central de Lever, nº 2050",4415-638,Lever,227652203,ct.prt.dvng.plvr@gnr.pt,www.gnr.pt,41.066,-8.481,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MEDAS,Quartel GNR,13509,130415,Rua Padre Andrade e Silva,4420-240,Gondomar,224830858,ct.prt.dvng.pmds@gnr.pt,www.gnr.pt,41.129,-8.538,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DO PORTO,Quartel GNR,13510,131217,Rua do Carmo,4099-041,Porto,223399760,ct.prt.tprt@gnr.pt,www.gnr.pt,41.147,-8.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO DE TRÂNSITO DA MAIA,Quartel GNR,13511,130613,"Rua das Cardosas, São Pedro de Fins",4425-510,Maia,229688470,ct.prt.tprt.pmai@gnr.pt,www.gnr.pt,41.238,-8.563,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE TRÂNSITO DE PENAFIEL,Quartel GNR,13512,131139,Largo Conde Torres Novas,4560-627,Penafiel,255710947,ct.prt.tpnf@gnr.pt,www.gnr.pt,41.203,-8.288,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO DE INTERVENÇÃO DO PORTO,Quartel GNR,13513,131217,Rua do Carmo,4099-041,Porto,223399600,ct.prt.dint@gnr.pt,www.gnr.pt,41.147,-8.617,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
COMANDO TERRITORIAL DE SANTARÉM,Quartel GNR,13514,141633,"Rua Tenente Valadim, nº 6-A",2000-081,Santarém,243300070,ct.str@gnr.pt,www.gnr.pt,39.231,-8.680,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE ABRANTES,Quartel GNR,13515,140120,Rua Gago Coutinho,2200-233,Abrantes,241360920,ct.str.dabt@gnr.pt,www.gnr.pt,39.468,-8.203,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ABRANTES,Quartel GNR,13516,140120,Rua Gago Coutinho,2200-233,Abrantes,241360920,ct.str.dabt.pabt@gnr.pt,www.gnr.pt,39.468,-8.203,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA BEMPOSTA,Quartel GNR,13517,140123,"Rua dos Combatentes da Grande Guerra, nº 33",2205-408,São Facundo,241734122,,www.gnr.pt,39.372,-8.103,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CONSTÂNCIA,Quartel GNR,13518,140801,"Rua Moinho de Vento, n.º 5",2250-048,Contância,249730070,ct.str.dabt.pcst@gnr.pt,www.gnr.pt,39.482,-8.336,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MAÇÃO,Quartel GNR,13519,141309,Largo da Feira,6120-721,Mação,241572222,ct.str.dabt.pmac@gnr.pt,www.gnr.pt,39.556,-7.994,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SARDOAL,Quartel GNR,13520,141703,Tapada da Torre,2230-161,Sardoal,241850020,ct.str.dabt.psrd@gnr.pt,www.gnr.pt,39.543,-8.160,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TRAMAGAL,Quartel GNR,13521,140115,"Parque de Jogos, Lt 15",2205-707,Tramagal,241899010,ct.str.dabt.ptmg@gnr.pt,www.gnr.pt,39.452,-8.253,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE CORUCHE,Quartel GNR,13522,140909,"Rua Bombeiros Municipais, nº 46",2100-179,Coruche,243617225,ct.str.dcch@gnr.pt,www.gnr.pt,38.961,-8.523,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE BENAVENTE,Quartel GNR,13523,140501,"Rua Prof. António Salvado Pires, Lote 5",2130-064,Benavente,263518220,ct.str.dcch.pbnv@gnr.pt,www.gnr.pt,38.980,-8.808,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CORUCHE,Quartel GNR,13524,140909,"Rua Bombeiros Municipais, nº 46",2100-179,Coruche,243611240,ct.str.dcch.pcch@gnr.pt,www.gnr.pt,38.961,-8.523,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO COUÇO,Quartel GNR,13525,140902,"Rua Eng. Aleixo Pais, nº 52",2100-353,Couço,243650225,,www.gnr.pt,38.988,-8.283,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE MARINHAIS,Quartel GNR,13526,141502,"Rua do Cartaxeiro, n.º 28",2125-159,Marinhais,263590170,ct.str.dcch.pmrn@gnr.pt,www.gnr.pt,39.050,-8.703,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SALVATERRA DE MAGOS,Quartel GNR,13527,141508,Rua Capitão Salgueiro Maia,2120-080,Salvaterra de Magos,263504118,ct.str.dcch.psmg@gnr.pt,www.gnr.pt,39.024,-8.790,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE SAMORA CORREIA,Quartel GNR,13528,140502,Estrada de Samorana,2135-270,Samora Correia,263650020,ct.str.dcch.psmc@gnr.pt,www.gnr.pt,38.930,-8.875,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE SANTARÉM,Quartel GNR,13529,140301,"Rua António Sérgio,n.º  34",2080-062,Almeirim,243570692,ct.str.dstr@gnr.pt,www.gnr.pt,39.207,-8.623,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALMEIRIM,Quartel GNR,13530,140301,"Rua António Sérgio, n.º 34",2080-062,Almeirim,243570690,ct.str.dstr.palr@gnr.pt,www.gnr.pt,39.207,-8.623,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALPIARÇA,Quartel GNR,13531,140401,"Rua 2 de Abril, nº 17",2090-040,Alpiarça,243558659,ct.str.dstr.palp@gnr.pt,www.gnr.pt,39.257,-8.587,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DO CARTAXO,Quartel GNR,13532,140604,"Avenida 25 de Abril, s/nº",2070-366,Cartaxo,243703190,ct.str.dstr.pctx@gnr.pt,www.gnr.pt,39.169,-8.795,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE PERNES,Quartel GNR,13533,141614,Rua Viscondenssa de Andaluz,2000-495,Pernes,243449118,ct.str.dstr.pprn@gnr.pt,www.gnr.pt,39.378,-8.659,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE  RIO MAIOR,Quartel GNR,13534,141408,Avenida Marechal Humberto Delgado,2040-243,Rio Maior,243999500,ct.str.dstr.prmr@gnr.pt,www.gnr.pt,39.338,-8.933,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE  SANTARÉM,Quartel GNR,13535,141633,"Rua Tenente Valadim, nº 6",2000-081,Santarém,243300091,ct.str.dstr.pastr@gnr.pt,www.gnr.pt,39.231,-8.680,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE TOMAR,Quartel GNR,13536,141821,Avenida António Fonseca Simões,2300-530,Tomar,249320060,ct.str.dtmr@gnr.pt,www.gnr.pt,39.596,-8.411,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FÁTIMA,Quartel GNR,13537,142106,Rua D. José Alves Correia da Silva,2495-402,Fátima,249530580,ct.str.dtmr.pftm@gnr.pt,www.gnr.pt,39.632,-8.681,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE FERREIRA DO ZÊZERE,Quartel GNR,13538,141106,Rua Drº Guilherme Felix F. Soeiro,2240-339,Ferreira do Zêzere,249360100,ct.str.dtmr.pfrz@gnr.pt,www.gnr.pt,39.689,-8.287,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE OURÉM,Quartel GNR,13539,142115,Rua Drº Armando Henriques Reis Vieira,2490-546,Ourém,249540310,ct.str.dtmr.pour@gnr.pt,www.gnr.pt,39.660,-8.572,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE TOMAR,Quartel GNR,13540,141821,Avenida António Fonseca Simões,2300-530,Tomar,249320060,ct.str.dtmr.ptmr@gnr.pt,www.gnr.pt,39.596,-8.411,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
DESTACAMENTO TERRITORIAL DE TORRES NOVAS,Quartel GNR,13541,141920,"Avenida das Amoreiras, nº 4",2350-598,Torres Novas,249839340,ct.str.dtnv@gnr.pt,www.gnr.pt,39.476,-8.545,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE ALCANENA,Quartel GNR,13542,140211,"Rua 25 de Abril, nº 335",2380-042,Alcanena,249882385,ct.str.dtnv.pacn@gnr.pt,www.gnr.pt,39.457,-8.668,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DE CHAMUSCA,Quartel GNR,13543,140708,Avenida Drº Carlos Amaro,2140-054,Chamusca,249769030,ct.str.dtnv.pchm@gnr.pt,www.gnr.pt,39.358,-8.474,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
POSTO TERRITORIAL DA GOLEGÃ,Quartel GNR,13544,141202,"Rua do Messegeiro, nº 14",2150-145,Golegã,249979030,ct.str.dtnv.pglg@gnr.pt,www.gnr.pt,39.406,-8.476,237,Ministério da Administração Interna,2876,Guarda Nacional Republicana
