designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,horario,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
VILA DO CONDE - Divisão Policial,Divisão de Policia,1246,131628,"Largo Dr.º Cunha Reis, s/n",4480-712,VILA DO CONDE,Dias úteis: 9h00-12h30 / 14h00-16h00,252640710 - 968485728,divvconde.porto@psp.pt,http://www.psp.pt,41.351264,-8.743756,237,Ministério da Administração Interna,2528,PSP
VILA DO CONDE - Esquadra de Trânsito,Esquadra de Trânsito,1247,131313,"Praça Marquês de Pombal, s/n",4490-009,PÓVOA DE VARZIM,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,252298192,0,http://www.psp.pt,41.381600,-8.762042,237,Ministério da Administração Interna,2528,PSP
VILA DO CONDE - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1248,131628,"Largo Dr.º Cunha Reis, s/n",4480-712,VILA DO CONDE,Sem Horário de Atendimento,252640710 - 968485728,0,http://www.psp.pt,41.351264,-8.743756,237,Ministério da Administração Interna,2528,PSP
VILA DO CONDE - Esquadra,Esquadra de Polícia,1249,131628,"Largo Dr.º Cunha Reis, s/n",4480-712,VILA DO CONDE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,252640710,viladoconde@psp.pt,http://www.psp.pt,41.351264,-8.743756,237,Ministério da Administração Interna,2528,PSP
POVOA DE VARZIM - Esquadra,Esquadra de Polícia,1250,131313,"Praça Marquês de Pombal, s/n",4490-009,PÓVOA DE VARZIM,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,252298190,povoavarzim.porto@psp.pt,http://www.psp.pt,41.381600,-8.762042,237,Ministério da Administração Interna,2528,PSP
SANTO TIRSO - Esquadra,Esquadra de Polícia,1251,131437,"Rua de São Bento da Batalha, s/n",4780-547,SANTO TIRSO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,252860190 - 968485509,santotirso.porto@psp.pt,http://www.psp.pt,41.347940,-8.479873,237,Ministério da Administração Interna,2528,PSP
PORTO - Divisão de Trânsito,Divisão de Trânsito,1252,131217,"Rua da Porta do Sol, Nº 8",4000-393,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,223394142,prtdt@psp.pt,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra de Trânsito / Secção de Acidentes / Reboques,Esquadra de Trânsito,1253,131217,"Rua Porta do Sol , nº 8",4000-393,Porto,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,223394142/46,0,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra Intervenção e Fiscalização de Trânsito,Esquadra de Trânsito,1254,131217,"Rua Porta do Sol , nº 8",4000-393,Porto,Sem Horário de Atendimento,223394142,0,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra de Sinistralidade Rodoviaria da Divisão de Trânsito,Esquadra de Trânsito,1255,131217,"Rua Porta do Sol , nº 8",4000-393,Porto,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,223394142,0,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - 1ª Esquadra de Trânsito,Esquadra de Trânsito,1256,131217,"Rua Porta do Sol , nº 8",4000-393,Porto,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,223394142,0,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - 2º Esquadra de Trânsito,Esquadra de Trânsito,1257,131217,"Rua Porta do Sol , nº 8",4000-393,Porto,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,223394142,0,http://www.psp.pt,41.143536,-8.608850,237,Ministério da Administração Interna,2528,PSP
PORTO - PARQUE DO VELOSO,Varios,1258,131210,"Travessa do Veloso , s/n",4200-517,Porto,Sem Horário de Atendimento,225400820,0,http://www.psp.pt,41.178512,-8.583258,237,Ministério da Administração Interna,2528,PSP
PORTO - PARQUE DO BOM PASTOR,Varios,1259,131210,"Rua Vale Formoso, s/n",4200-377,PORTO,Sem Horário de Atendimento,225574900,0,http://www.psp.pt,41.169816,-8.613244,237,Ministério da Administração Interna,2528,PSP
PORTO - Divisão de Investigação Criminal,Divisão de Investigação Criminal,1260,131217,"Rua dos Bragas, n.º 61",4050-183,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00,222046460 - 222046461 - 967480035 - 967480052,dic.cmporto@psp.pt,http://www.psp.pt,41.152742,-8.614494,237,Ministério da Administração Interna,2528,PSP
1ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1261,131202,"Rua do Heroísmo, nº 218",4300-255,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225191124,1eic.porto@psp.pt,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
3ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1262,131202,"Rua de Naulila, nº 206",4200-412,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,222053067 - 967479932,3eic.porto@psp.pt,http://www.psp.pt,41.164878,-8.590231,237,Ministério da Administração Interna,2528,PSP
4ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1263,130408,Praça da Estação (Edifício da Estação),4435-230,RIO TINTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,224854300,4eic.porto@psp.pt,http://www.psp.pt,41.184597,-8.557258,237,Ministério da Administração Interna,2528,PSP
5ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1264,131712,Rua Maria Costa Bastos (Quinta Guarda Livros),4430-381,VILA NOVA DE GAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,227878378,5eic.porto@psp.pt,http://www.psp.pt,41.127230,-8.578844,237,Ministério da Administração Interna,2528,PSP
6ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1265,130812,Rua de Goa,4454-505,MATOSINHOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229399040,6eic.porto@psp.pt,http://www.psp.pt,41.184541,-8.681497,237,Ministério da Administração Interna,2528,PSP
7ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1266,131202,"Rua do Heroísmo, nº 218",4300-255,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225191124,7eic.porto@psp.pt,http://www.psp.pt,41.146642,-8.592675,237,Ministério da Administração Interna,2528,PSP
8ª Esquadra de Investigação Criminal - PRT,Esquadra de Investigação Criminal,1267,131628,"Av. Dr. Carlos Pinto Ferreira, nº 523 - Caxinas",4480-665,VILA DO CONDE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,252298400 - 968485349,8eic.porto@psp.pt,http://www.psp.pt,41.364828,-8.759378,237,Ministério da Administração Interna,2528,PSP
PORTO - Divisão de Segurança Aeroportuaria,Segurança Aeroportuaria,1268,130609,Praceta do Aeroporto Francisco Sá Carneiro - Maia,4470-558,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00,229482693,aeroporto.porto@psp.pt,http://www.psp.pt,41.242254,-8.672333,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,1269,130609,Praceta do Aeroporto Francisco Sá Carneiro,4470-558,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229482693,0,http://www.psp.pt,41.242254,-8.672333,237,Ministério da Administração Interna,2528,PSP
PORTO - Esquadra de Trânsito do AEROPORTO,Esquadra de Trânsito,1270,130609,Praceta do Aeroporto Francisco Sá Carneiro,4470-558,MAIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,229482693,0,http://www.psp.pt,41.242254,-8.672333,237,Ministério da Administração Interna,2528,PSP
PORTO - Segurança Aeroportuaria - Esquadra de Intervenção e Fiscalização Policial,Segurança Aeroportuaria,1271,130609,Praceta do Aeroporto Francisco Sá Carneiro,4470-558,MAIA,Sem Horário de Atendimento,229482693,0,http://www.psp.pt,41.242254,-8.672333,237,Ministério da Administração Interna,2528,PSP
VILA NOVA DE GAIA - Esquadra de Segurança Ferroviaria,Segurança aos Transportes Publicos,1272,131730,"Largo 5 de Outubro, 202",4400-098,VILA NOVA DE GAIA,Dias úteis: 07h00  01h00,221050250,0,http://www.psp.pt,41.129314,-8.620597,237,Ministério da Administração Interna,2528,PSP
PORTO - Destacamento do Corpo de Intervenção,Unidade Especial,1273,131203,"Rua Monte Aventino, Quartel da Bela Vista",4350-233,PORTO,Sem Horário de Atendimento,225898911,ci.porto@psp.pt,http://www.psp.pt,41.158928,-8.586681,237,Ministério da Administração Interna,2528,PSP
UNIDADE DE POLICIA TECNICA,Varios,1274,131218,"Rua Júlio Lourenço Pinto, s/n (Bairro do Aleixo)",4150-004,PORTO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,225323520,0,http://www.psp.pt,41.153539,-8.646381,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Comando Distrital,Comando,1275,141633,"Avenida do Brasil, nº 1",2005-136,SANTARÉM,Dias úteis: 9h00-12h30 / 14h00-16h00,243322022 - 962089952 - 962091175,cdsantarem@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Divisão Policial,Divisão de Policia,1276,141633,"Avenida do Brasil, nº 1",2005-136,SANTARÉM,Dias úteis: 9h00-12h30 / 14h00-16h00,243322022,div.santarem@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Esquadra de Trânsito,Esquadra de Trânsito,1277,141633,"Avenida do Brasil, nº 1",2005-136,SANTARÉM,Atendimento Policial Permanente,243322022,etr.santarem@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1278,141633,"Avenida do Brasil, nº 1",2005-136,SANTARÉM,Sem Horário de Atendimento,243322022,eic.santarem@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1279,141633,"Avenida do Brasil, nº 1",2005-136,SANTARÉM,Sem Horário de Atendimento,243332202,eifp.santarem@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
SANTARÉM - Esquadra,Esquadra de Polícia,1280,141633,"Avenida do Brasil, nº 1",2005-136,Santarém,Atendimento Policial Permanente,243322022,stresqsede@psp.pt,http://www.psp.pt,39.234572,-8.686868,237,Ministério da Administração Interna,2528,PSP
CARTAXO - Esquadra,Esquadra de Polícia,1281,140609,"Circular Urbana, Sitio dos Sousas",2070-229,CARTAXO,Atendimento Policial Permanente,243702022,stresqctx@psp.pt,http://www.psp.pt,39.163690,-8.798765,237,Ministério da Administração Interna,2528,PSP
TOMAR - Divisão Policial,Divisão de Policia,1282,141821,"Rua Dr Lopo Dias de Sousa, nº 8 - D",2300-483,TOMAR,Dias úteis: 9h00-12h30 / 14h00-16h00,249328040,strsectmr@psp.pt,http://www.psp.pt,39.606903,-8.402878,237,Ministério da Administração Interna,2528,PSP
TOMAR - Esquadra de Trânsito,Esquadra de Trânsito,1283,141821,"Rua Dr. Lopo Dias de Sousa, nº 8 - D",2300-483,TOMAR,Sem Horário de Atendimento,249328040,etr.tomar.santarem@psp.pt,http://www.psp.pt,39.606903,-8.402878,237,Ministério da Administração Interna,2528,PSP
TOMAR - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1284,141821,"Rua Dr. Lopo Dias de Sousa, nº 8 - D",2300-483,TOMAR,Sem Horário de Atendimento,249328040,eic.tomar.santarem@psp.pt,http://www.psp.pt,39.606903,-8.402878,237,Ministério da Administração Interna,2528,PSP
TOMAR - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1285,141821,"Rua Dr. Lopo Dias de Sousa, nº 8 - D",2300-483,TOMAR,Sem Horário de Atendimento,249328040,eifp.tomar.santarem@psp.pt,http://www.psp.pt,39.606903,-8.402878,237,Ministério da Administração Interna,2528,PSP
TOMAR - Esquadra,Esquadra de Polícia,1286,141821,"Rua Dr. Lopo Dias de Sousa, nº 8 - D",2300-483,TOMAR,Atendimento Policial Permanente,249328040,tomar.santarem@psp.pt,http://www.psp.pt,39.606903,-8.402878,237,Ministério da Administração Interna,2528,PSP
ABRANTES - Esquadra,Esquadra de Polícia,1287,140120,Rua Professor Dr. Diogo Freitas do Amaral s/n,2200-126,ABRANTES,Atendimento Policial Permanente,241360970,stresqabt@psp.pt,http://www.psp.pt,39.461713,-8.212693,237,Ministério da Administração Interna,2528,PSP
ENTRONCAMENTO - Esquadra,Esquadra de Polícia,1288,141001,"Rua 5 de Outubro, n.º 52 - 54",2330-094,ENTRONCAMENTO,Atendimento Policial Permanente,249720420,stresqent@psp.pt,http://www.psp.pt,39.464340,-8.467077,237,Ministério da Administração Interna,2528,PSP
TORRES NOVAS - Esquadra,Esquadra de Polícia,1289,141920,"Avenida 8 de Junho, nº 7",2350-724,TORRES NOVAS,Atendimento Policial Permanente,249810020,stresqtnv@psp.pt,http://www.psp.pt,39.477334,-8.536648,237,Ministério da Administração Interna,2528,PSP
OURÉM - Esquadra,Esquadra de Polícia,1290,142115,"Rua Melvin Jones, s/n",2490-548,OURÉM,Atendimento Policial Permanente,249540440,ourem.santarem@psp.pt,http://www.psp.pt,39.6566722,-8.579866,237,Ministério da Administração Interna,2528,PSP
SETUBAL - Comando Distrital,Comando,1291,151210,"Avenida Luisa Tody, nº. 350",2904-502,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265522022 - 265531510 - 966185209 - 966185211,cpsetubal@psp.pt,http://www.psp.pt,38.5239055556,-8.89406111111,237,Ministério da Administração Interna,2528,PSP
SETÚBAL - Divisão Policial,Divisão de Policia,1292,151210,"Avenida Luisa Tody, Nº 350",2900-454,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00,265522022,divstb.setubal@psp.pt,http://www.psp.pt,38.5239055556,-8.89406111111,237,Ministério da Administração Interna,2528,PSP
SETUBAL - Esquadra de Trânsito,Esquadra de Trânsito,1293,151210,"Av.ª General Daniel de Sousa, Nº 26",2900-343,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265531538,0,http://www.psp.pt,38.5265694444,-8.89843333333,237,Ministério da Administração Interna,2528,PSP
SETÚBAL - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1294,151210,"Rua Oliveira Martins, nºs 6A e 6B",2900-519,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265 545 000 - 265 522 022,0,http://www.psp.pt,38.5277416,-8.895594,237,Ministério da Administração Interna,2528,PSP
SETÚBAL - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1295,151210,"Avenida Luisa Tody, Nº 350",2900-454,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265522022,divstb.setubal@psp.pt,http://www.psp.pt,38.5239055556,-8.89406111111,237,Ministério da Administração Interna,2528,PSP
SETÚBAL - 1ª Esquadra,Esquadra de Polícia,1296,151210,"Avenida Luisa Tody, 352",2900-454,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265535231,stb1esq@psp.pt,http://www.psp.pt,38.5236277778,-8.89454166667,237,Ministério da Administração Interna,2528,PSP
BELA VISTA - SETÚBAL - 2ª Esquadra,Esquadra de Polícia,1297,151205,"Av.ª da Bela Vista, n.º 7",2910-421,SETÚBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,265741593,stb2esq@psp.pt,http://www.psp.pt,38.5229472222,-8.86960833333,237,Ministério da Administração Interna,2528,PSP
ALMADA - Divisão Policial,Divisão de Policia,1298,150312,"Rua Direita do Pragal, Nº 1 - Pragal",2804-532,ALMADA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212721400 - 212746558 - Linha Azul 800 205 146,divalmada.setubal@psp.pt,http://www.psp.pt,38.6742222222,-9.168325,237,Ministério da Administração Interna,2528,PSP
ALMADA - Esquadra de Trânsito,Esquadra de Trânsito,1299,150312,"Rua Direita do Pragal, nº 1",2804-532,ALMADA,Dias úteis: 9h00-12h30 / 14h00-16h00,212721400,Stbesqtralm @psp.pt,http://www.psp.pt,38.6742222222,-9.168325,237,Ministério da Administração Interna,2528,PSP
ALMADA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1300,150312,"Rua Direita do Pragal, nº 1",2804-532,ALMADA,Dias úteis: 9h00-12h30 / 14h00-16h00,212721400,stbeicalmada@psp.pt,http://www.psp.pt,38.6742222222,-9.168325,237,Ministério da Administração Interna,2528,PSP
ALMADA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1301,150312,"Rua Direita do Pragal, nº 1",2804-532,ALMADA,Sem Horário de Atendimento,212721400,stbeifpalmada@psp.pt,http://www.psp.pt,38.6742222222,-9.168325,237,Ministério da Administração Interna,2528,PSP
PRAGAL - ALMADA - Esquadra,Esquadra de Polícia,1302,150312,"Rua Direita do Pragal, Nº 1",2804-532,ALMADA,Atendimento Policial Permanente,212721411,pragal.setubal@psp.pt,http://www.psp.pt,38.6742222222,-9.168325,237,Ministério da Administração Interna,2528,PSP
LARANJEIRO - ALMADA - Esquadra,Esquadra de Polícia,1303,150315,"Rua dos Álamos, n.º 20",2810-144,ALMADA,Atendimento Policial Permanente,212558530,laranjeiro.setubal@psp.pt,http://www.psp.pt,38.650346348,-9.15155624466,237,Ministério da Administração Interna,2528,PSP
BARREIRO - Divisão Policial,Divisão de Policia,1304,150410,"Rua 44, nº 2-A - Parque Industrial da Quimiparque",2830-904,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00,212067800 - 212069550 - 212069560,divbarreiro.setubal@psp.pt,http://www.psp.pt,38.6645335039,-9.06800110559,237,Ministério da Administração Interna,2528,PSP
BARREIRO - Esquadra de Trânsito,Esquadra de Trânsito,1305,150410,"Rua 44, nº 2-A  Parque Industrial da Quimiparque",2831-904,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212067800 - 212069550 - 212069560,stbesqtrbar@psp.pt,http://www.psp.pt,38.6645335039,-9.06800110559,237,Ministério da Administração Interna,2528,PSP
BARREIRO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1306,150410,"Rua 44, nº 2-A  Parque Industrial da Quimiparque",2831-904,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212067800 - 212069550 - 212069560,eicbarreiro.setubal@psp.pt,http://www.psp.pt,38.6645335039,-9.06800110559,237,Ministério da Administração Interna,2528,PSP
BARREIRO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1307,150409,"Rua D. João de Castro, 72",2830-186,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212147020,stbeifpbarreiro@psp.pt,http://www.psp.pt,38.6459388361,-9.05863978425,237,Ministério da Administração Interna,2528,PSP
BARREIRO - 5ª Esquadra,Esquadra de Polícia,1308,150410,"Rua 44, nº 2-A  Parque Industrial da Quimiparque",2830-904,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212067800 - 212069550 - 212069560,barreiro.setubal@psp.pt,http://www.psp.pt,38.6645335039,-9.06800110559,237,Ministério da Administração Interna,2528,PSP
QUINTA DA LOMBA - BARREIRO - Esquadra,Esquadra de Polícia,1309,150409,"Rua D. João de Castro, 72",2830-186,BARREIRO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212147020,stbpaqdl@psp.pt,http://www.psp.pt,38.6459388361,-9.05863978425,237,Ministério da Administração Interna,2528,PSP
MONTIJO - Esquadra,Esquadra de Polícia,1310,150710,"Rua Joaquim de Almeida, 70",2870-340,MONTIJO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212310144,montijo.setubal@psp.pt,http://www.psp.pt,38.7062840782,-8.97005155702,237,Ministério da Administração Interna,2528,PSP
BAIXA DA BANHEIRA - Esquadra,Esquadra de Polícia,1311,150607,Largo da GNR,2835-025,BAIXA DA BANHEIRA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,212029010,baixadabanheira.setubal@psp.pt,http://www.psp.pt,38.6569652856,-9.0438510548,237,Ministério da Administração Interna,2528,PSP
SEIXAL - Divisão Policial,Divisão de Policia,1312,151007,"Rua Aurélia de Sousa, n.º 16 - Torre da Marinha",2840-422,SEIXAL,Dias úteis: 9h00-12h30 / 14h00-16h00,212276500,divseixal.setubal@psp.pt,http://www.psp.pt,38.6144660166,-9.1030415843,237,Ministério da Administração Interna,2528,PSP
SEIXAL - Esquadra de Trânsito,Esquadra de Trânsito,1313,151007,"Rua Aurélia de Sousa, n.º 16 - Torre da Marinha",2840-422,SEIXAL,Dias úteis: 9h00-12h30 / 14h00-16h00,212276500,stbesqtrsxl@psp.pt,http://www.psp.pt,38.6144660166,-9.1030415843,237,Ministério da Administração Interna,2528,PSP
SEIXAL - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1314,151007,"Rua Aurélia de Sousa, n.º 16 - Torre da Marinha",2840-422,SEIXAL,Dias úteis: 9h00-12h30 / 14h00-16h00,212276500,divseixal.setubal@psp.pt,http://www.psp.pt,38.6144660166,-9.1030415843,237,Ministério da Administração Interna,2528,PSP
SEIXAL - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1315,151007,"Rua Aurélia de Sousa, n.º 16 - Torre da Marinha",2840-422,SEIXAL,Dias úteis: 9h00-12h30 / 14h00-16h00,212276500,divseixal.setubal@psp.pt,http://www.psp.pt,38.6144660166,-9.1030415843,237,Ministério da Administração Interna,2528,PSP
SEIXAL - Esquadra,Esquadra de Polícia,1316,151007,"Largo dos Restauradores, 3",2840-482,SEIXAL,Atendimento Policial Permanente,212273230,seixal.setubal@psp.pt,http://www.psp.pt,38.6439666667,-9.10087777778,237,Ministério da Administração Interna,2528,PSP
CORROIOS - SEIXAL - Esquadra,Esquadra de Polícia,1317,151005,"Avenida Rui Grácio, n.º 43 - Santa Marta de Corroios",2855-711,CORROIOS,Atendimento Policial Permanente,212548410,corroios.setubal@psp.pt,http://www.psp.pt,38.6287111111,-9.14913333333,237,Ministério da Administração Interna,2528,PSP
CRUZ DE PAU - SEIXAL - Esquadra,Esquadra de Polícia,1318,151002,"Rua de Binta, s/n",2845-068,CRUZ DE PAU,Atendimento Policial Permanente,212260350,cruzdepau.setubal@psp.pt,http://www.psp.pt,38.6249833333,-9.12433333333,237,Ministério da Administração Interna,2528,PSP
TORRE DA MARINHA - SEIXAL - Esquadra,Esquadra de Polícia,1319,151007,"Praceta Madalena da Glória, s/n",2840-413,TORRE DA MARINHA,Atendimento Policial Permanente,212219350,divseixal.setubal@psp.pt,http://www.psp.pt,38.6145633363,-9.10241204693,237,Ministério da Administração Interna,2528,PSP
VIANA DO CASTELO - Comando Distrital,Comando,1320,160948,"Rua de Aveiro, s/n",4901-875,VIANA DO CASTELO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,258809880 - 258822022,cpvcastelo@psp.pt,http://www.psp.pt,41.696933,-8.825465,237,Ministério da Administração Interna,2528,PSP
VIANA DO CASTELO - Esquadra de Trânsito,Esquadra de Trânsito,1321,160948,"Rua de Aveiro, s/n",4901-875,VIANA DO CASTELO,Sem Horário de Atendimento,258809897,cpvcastelo@psp.pt,http://www.psp.pt,41.696933,-8.825465,237,Ministério da Administração Interna,2528,PSP
VIANA DO CASTELO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1322,160948,"Rua de Aveiro, s/n",4904-875,VIANA DO CASTELO,Dias úteis: 9h00-12h30 / 14h00-16h00,258809894,cpvcastelo@psp.pt,http://www.psp.pt,41.696933,-8.825465,237,Ministério da Administração Interna,2528,PSP
VIANA DO CASTELO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1323,160948,"Rua de Aveiro, s/n",4904-875,VIANA DO CASTELO,Dias úteis: 9h00-12h30 / 14h00-16h00,258809880 - 258822022,cpvcastelo@psp.pt,http://www.psp.pt,41.696933,-8.825465,237,Ministério da Administração Interna,2528,PSP
VIANA DO CASTELO - Esquadra,Esquadra de Polícia,1324,160948,"Rua de Aveiro, s/n",4901-875,VIANA DO CASTELO,Atendimento Policial Permanente,258809880 - 258822022,vctesqsede@psp.pt,http://www.psp.pt,41.696933,-8.825465,237,Ministério da Administração Interna,2528,PSP
PONTE DE LIMA - Esquadra,Esquadra de Polícia,1325,160752,"Rua Dr. Luís da Cunha Nogueira, s/n",4990-113,PONTE DE LIMA,Atendimento Policial Permanente,258941113 - 258900380,pontedelima.vcastelo@psp.pt,http://www.psp.pt,41.767775,-8.580751,237,Ministério da Administração Interna,2528,PSP
VILA REAL - Comando Distrital,Comando,1326,171438,"Estrada Nacional n.º 2, s/n - Almodena, Apartado 113",5000-523,VILA REAL,Dias úteis: 9h00-12h30 / 14h00-16h00,259330240,cpvreal@psp.pt,http://www.psp.pt,41.295321,-7.755441,237,Ministério da Administração Interna,2528,PSP
VILA REAL - Esquadra de Trânsito,Esquadra de Trânsito,1327,171438,"Estrada Nacional n.º 2, s/n - Almodena, Apartado 113",5000-523,VILA REAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,259330240,cpvreal@psp.pt,http://www.psp.pt,41.295321,-7.755441,237,Ministério da Administração Interna,2528,PSP
VILA REAL - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1328,171438,"Largo Conde de Amarante, s/n",5000-523,VILA REAL,Dias úteis: 9h00-12h30 / 14h00-16h00,259330240,cpvreal@psp.pt,http://www.psp.pt,41.295321,-7.755441,237,Ministério da Administração Interna,2528,PSP
VILA REAL - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1329,171438,"Estrada Nacional n.º 2, s/n - Almodena, Apartado 113",5000-523,VILA REAL,Dias úteis: 9h00-12h30 / 14h00-16h00,259330240,cpvreal@psp.pt,http://www.psp.pt,41.295321,-7.755441,237,Ministério da Administração Interna,2528,PSP
VILA REAL - Esquadra,Esquadra de Polícia,1330,171438,"Largo Conde de Amarante, s/n",5000-529,VILA REAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,259330240,vrlesqsede@psp.pt,http://www.psp.pt,41.295591,-7.747003,237,Ministério da Administração Interna,2528,PSP
CHAVES - Divisão Policial,Divisão de Policia,1331,170350,"Avenida Xavier Teixeira, s/n",5400-569,CHAVES,Dias úteis: 9h00-12h30 / 14h00-16h00,276323125,vrlsecchv@psp.pt,http://www.psp.pt,41.743284,-7.472583,237,Ministério da Administração Interna,2528,PSP
